  3.8396729e-001  5.4878213e-001  9.9360389e-001
  6.8311597e-001  9.3158335e-001  1.5730405e+000
  9.2842462e-002  3.3519743e-001  8.3747630e-001
  3.5338324e-002  6.5553106e-001  8.4586254e-001
  6.1239548e-001  3.9190421e-001  1.0079199e+000
  6.0854036e-001  6.2731479e-001  1.2414564e+000
  1.5759818e-002  6.9908014e-001  8.3972477e-001
  1.6354934e-002  3.9718395e-001  8.3433814e-001
  1.9007459e-001  4.1362890e-001  8.6061262e-001
  5.8691847e-001  6.5521295e-001  1.2507907e+000
  5.7581090e-002  8.3758510e-001  8.7312327e-001
  3.6756804e-001  3.7160803e-001  8.9488858e-001
  6.3145116e-001  4.2525316e-001  1.0494292e+000
  7.1763442e-001  5.9466337e-001  1.3028910e+000
  6.9266939e-001  5.6573857e-001  1.2471946e+000
  8.4079061e-002  7.1654240e-001  8.7450664e-001
  4.5435515e-001  5.1131145e-001  1.0130752e+000
  4.4182830e-001  7.7640121e-001  1.2188312e+000
  3.5325046e-001  4.8934548e-001  9.4315872e-001
  1.5360636e-001  1.8590445e-001  8.3112482e-001
  6.7564465e-001  7.0063541e-001  1.3848392e+000
  6.9921333e-001  9.8270880e-001  1.5835805e+000
  7.2750913e-001  8.0663775e-001  1.5258517e+000
  4.7838438e-001  7.0356766e-001  1.1917317e+000
  5.5484199e-001  4.8496372e-001  1.0567332e+000
  1.2104711e-001  1.1461282e-001  8.2983158e-001
  4.5075394e-001  6.6485557e-001  1.1308918e+000
  7.1588295e-001  3.6537389e-001  1.0360626e+000
  8.9284161e-001  1.4004446e-001  8.5494751e-001
  2.7310247e-001  5.6677280e-001  9.3732734e-001
  2.5476930e-001  8.2300831e-001  1.0479011e+000
  8.6560348e-001  6.7394863e-001  1.5036337e+000
  2.3235037e-001  9.9944730e-001  1.1205609e+000
  8.0487174e-001  9.6163641e-001  1.5335881e+000
  9.0839754e-001  5.8862165e-002  7.7841041e-001
  2.3189432e-001  3.6031117e-001  8.5844412e-001
  2.3931256e-001  5.4851281e-001  9.1312090e-001
  4.9754484e-002  2.6176957e-001  8.3315311e-001
  7.8384075e-002  5.9734485e-001  8.5700346e-001
  6.4081541e-001  4.9277997e-002  7.9505310e-001
  1.9088657e-001  5.7105749e-001  8.9762014e-001
  8.4386950e-001  7.0085723e-001  1.5134869e+000
  1.7390025e-001  9.6228826e-001  1.0228642e+000
  1.7079281e-001  7.5051823e-001  9.3984133e-001
  9.9429549e-001  7.3999305e-001  1.5413148e+000
  4.3979086e-001  4.3187339e-001  9.5271459e-001
  3.4004795e-001  6.3426596e-001  1.0152552e+000
  3.1421731e-001  8.0302634e-001  1.0991388e+000
  3.6507839e-001  8.3881007e-002  8.2020446e-001
  3.9323955e-001  9.4546279e-001  1.3068343e+000
  5.9152520e-001  9.1594246e-001  1.5085873e+000
  1.1974662e-001  6.0198742e-001  8.7354262e-001
  3.8128797e-002  2.5356058e-001  8.3299879e-001
  4.5859795e-001  8.7345081e-001  1.3266106e+000
  8.6986735e-001  5.1340071e-001  1.3259077e+000
  9.3423652e-001  7.3265065e-001  1.5550137e+000
